ANO_EXERCICIO;COD_REFERENCIA;COD_ORUN_O;COD_ORUN_U;COD_ESFE;COD_FUNC;COD_SBFU;COD_PROG;COD_ACAO;COD_LOCG;COD_MOMENTO
2008;848317;26000O;26265U;10;12;363;1062;63010000;63010021;1
2008;845878;26000O;26265U;10;12;363;1062;63010000;;1
2008;894957;26000O;26265U;10;12;364;1073;40040000;40040021;1
2008;894956;26000O;26265U;10;12;364;1073;40040000;;1
2008;832627;26000O;26265U;10;12;364;1073;40090000;40090021;1
2008;832627;26000O;26265U;10;12;364;1073;40090000;40090021;5
2008;829957;26000O;26265U;10;12;364;1073;40090000;;1
2008;829957;26000O;26265U;10;12;364;1073;40090000;;5
2008;894960;26000O;26265U;10;12;364;1375;40060000;40060021;1
2008;894960;26000O;26265U;10;12;364;1375;40060000;40060021;5
2008;894959;26000O;26265U;10;12;364;1375;40060000;;1
2008;894959;26000O;26265U;10;12;364;1375;40060000;;5
2008;832233;26000O;26265U;10;12;365;0750;20100000;20100021;4
2008;829573;26000O;26265U;10;12;365;0750;20100000;;4
2008;896976;26000O;26265U;10;28;846;0901;00050000;00050033;8
2008;896975;26000O;26265U;10;28;846;0901;00050000;;8
2008;206507;26000O;26265U;20;09;272;0089;01810000;01810021;5
2008;132634;26000O;26265U;20;09;272;0089;01810000;;5
2008;894816;26000O;26265U;20;12;301;0750;20040000;20040021;4
2008;894685;26000O;26265U;20;12;301;0750;20040000;;4
2008;848750;26000O;26268U;10;12;122;1073;09HB0000;09HB0001;5
2008;846298;26000O;26268U;10;12;122;1073;09HB0000;;5
2008;831618;26000O;26268U;10;12;128;1067;45720000;45720011;1
2008;829352;26000O;26268U;10;12;128;1067;45720000;;1
2008;832482;26000O;26268U;10;12;306;0750;20120000;20120011;4
2008;829839;26000O;26268U;10;12;306;0750;20120000;;4
2008;832358;26000O;26268U;10;12;331;0750;20110000;20110011;4
2008;829715;26000O;26268U;10;12;331;0750;20110000;;4
2008;848696;26000O;26268U;10;12;364;1073;40080000;40080011;1
2008;846244;26000O;26268U;10;12;364;1073;40080000;;1
2008;832628;26000O;26268U;10;12;364;1073;40090000;40090011;1
2008;832628;26000O;26268U;10;12;364;1073;40090000;40090011;5
2008;829958;26000O;26268U;10;12;364;1073;40090000;;1
2008;829958;26000O;26268U;10;12;364;1073;40090000;;5
2008;831815;26000O;26268U;10;12;364;1073;63280000;63280011;1
2008;829145;26000O;26268U;10;12;364;1073;63280000;;1
2008;848834;26000O;26268U;10;12;364;1375;40060000;40060011;1
2008;848834;26000O;26268U;10;12;364;1375;40060000;40060011;5
2008;846382;26000O;26268U;10;12;364;1375;40060000;;1
2008;846382;26000O;26268U;10;12;364;1375;40060000;;5
2008;832234;26000O;26268U;10;12;365;0750;20100000;20100011;4
2008;829574;26000O;26268U;10;12;365;0750;20100000;;4
2008;871344;26000O;26268U;10;12;571;1375;86670000;86670011;1
2008;871195;26000O;26268U;10;12;571;1375;86670000;;1
2008;207007;26000O;26268U;20;09;272;0089;01810000;01810011;5
2008;132706;26000O;26268U;20;09;272;0089;01810000;;5
2008;832110;26000O;26268U;20;12;301;0750;20040000;20040011;4
2008;829450;26000O;26268U;20;12;301;0750;20040000;;4
2008;848751;26000O;26269U;10;12;122;1073;09HB0000;09HB0001;5
2008;846299;26000O;26269U;10;12;122;1073;09HB0000;;5
2008;894644;26000O;26269U;10;12;128;1067;45720000;45720033;1
2008;894642;26000O;26269U;10;12;128;1067;45720000;;1
2008;832483;26000O;26269U;10;12;306;0750;20120000;20120033;4
2008;829840;26000O;26269U;10;12;306;0750;20120000;;4
2008;832359;26000O;26269U;10;12;331;0750;20110000;20110033;4
2008;829716;26000O;26269U;10;12;331;0750;20110000;;4
2008;894651;26000O;26269U;10;12;364;1073;40020000;40020033;1
2008;894645;26000O;26269U;10;12;364;1073;40020000;;1
2008;831638;26000O;26269U;10;12;364;1073;40040000;40040033;1
2008;828911;26000O;26269U;10;12;364;1073;40040000;;1
2008;848697;26000O;26269U;10;12;364;1073;40080000;40080033;1
2008;846245;26000O;26269U;10;12;364;1073;40080000;;1
2008;832629;26000O;26269U;10;12;364;1073;40090000;40090033;1
2008;832629;26000O;26269U;10;12;364;1073;40090000;40090033;5
2008;829959;26000O;26269U;10;12;364;1073;40090000;;1
2008;829959;26000O;26269U;10;12;364;1073;40090000;;5
2008;848835;26000O;26269U;10;12;364;1375;40060000;40060033;1
2008;848835;26000O;26269U;10;12;364;1375;40060000;40060033;5
2008;846383;26000O;26269U;10;12;364;1375;40060000;;1
2008;846383;26000O;26269U;10;12;364;1375;40060000;;5
2008;832235;26000O;26269U;10;12;365;0750;20100000;20100033;4
2008;829575;26000O;26269U;10;12;365;0750;20100000;;4
2008;894648;26000O;26269U;10;12;571;1375;86670000;86670033;1
2008;894647;26000O;26269U;10;12;571;1375;86670000;;1
2008;850134;26000O;26269U;10;28;846;0901;00050000;00050033;8
2008;837011;26000O;26269U;10;28;846;0901;00050000;;8
2008;152461;26000O;26269U;20;09;272;0089;01810000;01810033;5
2008;132756;26000O;26269U;20;09;272;0089;01810000;;5
2008;894818;26000O;26269U;20;12;301;0750;20040000;20040033;4
2008;894686;26000O;26269U;20;12;301;0750;20040000;;4
2008;831678;26000O;26269U;20;12;302;1073;40860000;40860033;1
2008;831678;26000O;26269U;20;12;302;1073;40860000;40860033;5
2008;829003;26000O;26269U;20;12;302;1073;40860000;;1
2008;829003;26000O;26269U;20;12;302;1073;40860000;;5
2008;848752;26000O;26270U;10;12;122;1073;09HB0000;09HB0001;5
2008;846300;26000O;26270U;10;12;122;1073;09HB0000;;5
2008;830796;26000O;26270U;10;12;128;1067;45720000;45720013;1
2008;828050;26000O;26270U;10;12;128;1067;45720000;;1
2008;832484;26000O;26270U;10;12;306;0750;20120000;20120013;4
2008;829841;26000O;26270U;10;12;306;0750;20120000;;4
2008;832360;26000O;26270U;10;12;331;0750;20110000;20110013;4
2008;829717;26000O;26270U;10;12;331;0750;20110000;;4
2008;880519;26000O;26270U;10;12;364;1073;1H560000;1H560101;1
2008;880437;26000O;26270U;10;12;364;1073;1H560000;;1
2008;880520;26000O;26270U;10;12;364;1073;1H570000;1H570101;1
2008;880438;26000O;26270U;10;12;364;1073;1H570000;;1
2008;880521;26000O;26270U;10;12;364;1073;1H580000;1H580101;1
2008;880439;26000O;26270U;10;12;364;1073;1H580000;;1
2008;891477;26000O;26270U;10;12;364;1073;10FY0000;10FY0101;1
2008;891210;26000O;26270U;10;12;364;1073;10FY0000;;1
2008;891557;26000O;26270U;10;12;364;1073;10FZ0000;10FZ0013;1
2008;891211;26000O;26270U;10;12;364;1073;10FZ0000;;1
2008;831530;26000O;26270U;10;12;364;1073;40020000;40020013;1
2008;828843;26000O;26270U;10;12;364;1073;40020000;;1
2008;831639;26000O;26270U;10;12;364;1073;40040000;40040013;1
2008;828912;26000O;26270U;10;12;364;1073;40040000;;1
2008;848698;26000O;26270U;10;12;364;1073;40080000;40080013;1
2008;846246;26000O;26270U;10;12;364;1073;40080000;;1
2008;832630;26000O;26270U;10;12;364;1073;40090000;40090013;1
2008;832630;26000O;26270U;10;12;364;1073;40090000;40090013;5
2008;829960;26000O;26270U;10;12;364;1073;40090000;;1
2008;829960;26000O;26270U;10;12;364;1073;40090000;;5
2008;848836;26000O;26270U;10;12;364;1375;40060000;40060013;1
2008;848836;26000O;26270U;10;12;364;1375;40060000;40060013;5
2008;846384;26000O;26270U;10;12;364;1375;40060000;;1
2008;846384;26000O;26270U;10;12;364;1375;40060000;;5
2008;832236;26000O;26270U;10;12;365;0750;20100000;20100013;4
2008;829576;26000O;26270U;10;12;365;0750;20100000;;4
2008;871345;26000O;26270U;10;12;571;1375;86670000;86670013;1
2008;871186;26000O;26270U;10;12;571;1375;86670000;;1
2008;830445;26000O;26270U;10;28;846;0901;00050000;00050013;8
2008;236690;26000O;26270U;10;28;846;0901;00050000;;8
2008;881834;26000O;26270U;10;28;846;0901;07160000;07160013;8
2008;881831;26000O;26270U;10;28;846;0901;07160000;;8
2008;152569;26000O;26270U;20;09;272;0089;01810000;01810013;5
2008;132972;26000O;26270U;20;09;272;0089;01810000;;5
2008;832112;26000O;26270U;20;12;301;0750;20040000;20040013;4
2008;829452;26000O;26270U;20;12;301;0750;20040000;;4
2008;831679;26000O;26270U;20;12;302;1073;40860000;40860013;1
2008;831679;26000O;26270U;20;12;302;1073;40860000;40860013;5
2008;829004;26000O;26270U;20;12;302;1073;40860000;;1
2008;829004;26000O;26270U;20;12;302;1073;40860000;;5
2008;894597;26000O;26270U;20;12;303;1293;25220000;25220013;1
2008;894595;26000O;26270U;20;12;303;1293;25220000;;1
2008;848753;26000O;26271U;10;12;122;1073;09HB0000;09HB0001;5
2008;846301;26000O;26271U;10;12;122;1073;09HB0000;;5
2008;830797;26000O;26271U;10;12;128;1067;45720000;45720053;1
2008;828056;26000O;26271U;10;12;128;1067;45720000;;1
2008;832485;26000O;26271U;10;12;306;0750;20120000;20120053;4
2008;829842;26000O;26271U;10;12;306;0750;20120000;;4
2008;832361;26000O;26271U;10;12;331;0750;20110000;20110053;4
2008;829718;26000O;26271U;10;12;331;0750;20110000;;4
2008;891548;26000O;26271U;10;12;364;1073;10FM0000;10FM0053;1
2008;891201;26000O;26271U;10;12;364;1073;10FM0000;;1
2008;891550;26000O;26271U;10;12;364;1073;10FP0000;10FP0053;1
2008;891203;26000O;26271U;10;12;364;1073;10FP0000;;1
2008;891551;26000O;26271U;10;12;364;1073;10FQ0000;10FQ0053;1
2008;891204;26000O;26271U;10;12;364;1073;10FQ0000;;1
2008;831531;26000O;26271U;10;12;364;1073;40020000;40020053;1
2008;828844;26000O;26271U;10;12;364;1073;40020000;;1
2008;831640;26000O;26271U;10;12;364;1073;40040000;40040053;1
2008;828913;26000O;26271U;10;12;364;1073;40040000;;1
2008;848603;26000O;26271U;10;12;364;1073;40080000;40080053;1
2008;846151;26000O;26271U;10;12;364;1073;40080000;;1
2008;832631;26000O;26271U;10;12;364;1073;40090000;40090053;1
2008;832631;26000O;26271U;10;12;364;1073;40090000;40090053;5
2008;829961;26000O;26271U;10;12;364;1073;40090000;;1
2008;829961;26000O;26271U;10;12;364;1073;40090000;;5
2008;831818;26000O;26271U;10;12;364;1073;63280000;63280053;1
2008;829148;26000O;26271U;10;12;364;1073;63280000;;1
2008;848608;26000O;26271U;10;12;364;1073;73210000;73210053;1
2008;846156;26000O;26271U;10;12;364;1073;73210000;;1
2008;848837;26000O;26271U;10;12;364;1375;40060000;40060053;1
2008;848837;26000O;26271U;10;12;364;1375;40060000;40060053;5
2008;846385;26000O;26271U;10;12;364;1375;40060000;;1
2008;846385;26000O;26271U;10;12;364;1375;40060000;;5
2008;832237;26000O;26271U;10;12;365;0750;20100000;20100053;4
2008;829577;26000O;26271U;10;12;365;0750;20100000;;4
2008;871346;26000O;26271U;10;12;571;1375;86670000;86670053;1
2008;871187;26000O;26271U;10;12;571;1375;86670000;;1
2008;830446;26000O;26271U;10;28;846;0901;00050000;00050053;8
2008;236692;26000O;26271U;10;28;846;0901;00050000;;8
2008;206145;26000O;26271U;20;09;272;0089;01810000;01810053;5
2008;133032;26000O;26271U;20;09;272;0089;01810000;;5
2008;894820;26000O;26271U;20;12;301;0750;20040000;20040053;4
2008;894687;26000O;26271U;20;12;301;0750;20040000;;4
2008;831680;26000O;26271U;20;12;302;1073;40860000;40860053;1
2008;831680;26000O;26271U;20;12;302;1073;40860000;40860053;5
2008;882682;26000O;26271U;20;12;302;1073;40860000;;1
2008;882682;26000O;26271U;20;12;302;1073;40860000;;5
2008;848754;26000O;26272U;10;12;122;1073;09HB0000;09HB0001;5
2008;846302;26000O;26272U;10;12;122;1073;09HB0000;;5
2008;832486;26000O;26272U;10;12;306;0750;20120000;20120021;4
2008;829843;26000O;26272U;10;12;306;0750;20120000;;4
2008;832362;26000O;26272U;10;12;331;0750;20110000;20110021;4
2008;829719;26000O;26272U;10;12;331;0750;20110000;;4
2008;831407;26000O;26272U;10;12;362;1061;29910000;29910021;1
2008;831407;26000O;26272U;10;12;362;1061;29910000;29910021;5
2008;828755;26000O;26272U;10;12;362;1061;29910000;;1
2008;828755;26000O;26272U;10;12;362;1061;29910000;;5
2008;830738;26000O;26272U;10;12;363;1062;29920000;29920021;1
2008;830738;26000O;26272U;10;12;363;1062;29920000;29920021;5
2008;828310;26000O;26272U;10;12;363;1062;29920000;;1
2008;828310;26000O;26272U;10;12;363;1062;29920000;;5
2008;880528;26000O;26272U;10;12;364;1073;1H650000;1H650101;1
2008;880446;26000O;26272U;10;12;364;1073;1H650000;;1
2008;880529;26000O;26272U;10;12;364;1073;1H660000;1H660101;1
2008;880447;26000O;26272U;10;12;364;1073;1H660000;;1
2008;831532;26000O;26272U;10;12;364;1073;40020000;40020021;1
2008;828845;26000O;26272U;10;12;364;1073;40020000;;1
2008;831641;26000O;26272U;10;12;364;1073;40040000;40040021;1
2008;828914;26000O;26272U;10;12;364;1073;40040000;;1
2008;848699;26000O;26272U;10;12;364;1073;40080000;40080021;1
2008;846247;26000O;26272U;10;12;364;1073;40080000;;1
2008;832632;26000O;26272U;10;12;364;1073;40090000;40090021;1
2008;832632;26000O;26272U;10;12;364;1073;40090000;40090021;5
2008;829962;26000O;26272U;10;12;364;1073;40090000;;1
2008;829962;26000O;26272U;10;12;364;1073;40090000;;5
2008;831819;26000O;26272U;10;12;364;1073;63280000;63280021;1
2008;829149;26000O;26272U;10;12;364;1073;63280000;;1
2008;848838;26000O;26272U;10;12;364;1375;40060000;40060021;1
2008;848838;26000O;26272U;10;12;364;1375;40060000;40060021;5
2008;846386;26000O;26272U;10;12;364;1375;40060000;;1
2008;846386;26000O;26272U;10;12;364;1375;40060000;;5
2008;832238;26000O;26272U;10;12;365;0750;20100000;20100021;4
2008;829578;26000O;26272U;10;12;365;0750;20100000;;4
2008;871347;26000O;26272U;10;12;571;1375;86670000;86670021;1
2008;871196;26000O;26272U;10;12;571;1375;86670000;;1
2008;830332;26000O;26272U;10;28;846;0901;00050000;00050021;8
2008;236694;26000O;26272U;10;28;846;0901;00050000;;8
2008;205795;26000O;26272U;20;09;272;0089;01810000;01810021;5
2008;133092;26000O;26272U;20;09;272;0089;01810000;;5
2008;894822;26000O;26272U;20;12;301;0750;20040000;20040021;4
2008;894688;26000O;26272U;20;12;301;0750;20040000;;4
2008;831681;26000O;26272U;20;12;302;1073;40860000;40860021;1
2008;831681;26000O;26272U;20;12;302;1073;40860000;40860021;5
2008;829006;26000O;26272U;20;12;302;1073;40860000;;1
2008;829006;26000O;26272U;20;12;302;1073;40860000;;5
2008;848755;26000O;26273U;10;12;122;1073;09HB0000;09HB0001;5
2008;846303;26000O;26273U;10;12;122;1073;09HB0000;;5
2008;830798;26000O;26273U;10;12;128;1067;45720000;45720043;1
2008;827998;26000O;26273U;10;12;128;1067;45720000;;1
2008;832487;26000O;26273U;10;12;306;0750;20120000;20120043;4
2008;829844;26000O;26273U;10;12;306;0750;20120000;;4
2008;832363;26000O;26273U;10;12;331;0750;20110000;20110043;4
2008;829720;26000O;26273U;10;12;331;0750;20110000;;4
2008;830739;26000O;26273U;10;12;363;1062;29920000;29920043;1
2008;830739;26000O;26273U;10;12;363;1062;29920000;29920043;5
2008;828311;26000O;26273U;10;12;363;1062;29920000;;1
2008;828311;26000O;26273U;10;12;363;1062;29920000;;5
2008;831533;26000O;26273U;10;12;364;1073;40020000;40020043;1
2008;828846;26000O;26273U;10;12;364;1073;40020000;;1
2008;831642;26000O;26273U;10;12;364;1073;40040000;40040043;1
2008;828915;26000O;26273U;10;12;364;1073;40040000;;1
2008;848700;26000O;26273U;10;12;364;1073;40080000;40080043;1
2008;846248;26000O;26273U;10;12;364;1073;40080000;;1
2008;832633;26000O;26273U;10;12;364;1073;40090000;40090043;1
2008;832633;26000O;26273U;10;12;364;1073;40090000;40090043;5
2008;829963;26000O;26273U;10;12;364;1073;40090000;;1
2008;829963;26000O;26273U;10;12;364;1073;40090000;;5
2008;894650;26000O;26273U;10;12;364;1073;63280000;63280043;1
2008;894649;26000O;26273U;10;12;364;1073;63280000;;1
2008;848839;26000O;26273U;10;12;364;1375;40060000;40060043;1
2008;848839;26000O;26273U;10;12;364;1375;40060000;40060043;5
2008;846387;26000O;26273U;10;12;364;1375;40060000;;1
2008;846387;26000O;26273U;10;12;364;1375;40060000;;5
2008;832239;26000O;26273U;10;12;365;0750;20100000;20100043;4
2008;829579;26000O;26273U;10;12;365;0750;20100000;;4
2008;830333;26000O;26273U;10;28;846;0901;00050000;00050043;8
2008;236696;26000O;26273U;10;28;846;0901;00050000;;8
2008;872586;26000O;26273U;10;28;846;0901;07160000;07160043;8
2008;872584;26000O;26273U;10;28;846;0901;07160000;;8
2008;205353;26000O;26273U;20;09;272;0089;01810000;01810043;5
2008;133156;26000O;26273U;20;09;272;0089;01810000;;5
2008;832115;26000O;26273U;20;12;301;0750;20040000;20040043;4
2008;829455;26000O;26273U;20;12;301;0750;20040000;;4
2008;848756;26000O;26274U;10;12;122;1073;09HB0000;09HB0001;5
2008;846304;26000O;26274U;10;12;122;1073;09HB0000;;5
2008;830799;26000O;26274U;10;12;128;1067;45720000;45720031;1
2008;827999;26000O;26274U;10;12;128;1067;45720000;;1
2008;832488;26000O;26274U;10;12;306;0750;20120000;20120031;4
2008;829845;26000O;26274U;10;12;306;0750;20120000;;4
2008;832364;26000O;26274U;10;12;331;0750;20110000;20110031;4
2008;829721;26000O;26274U;10;12;331;0750;20110000;;4
2008;831299;26000O;26274U;10;12;361;1061;40010000;40010031;1
2008;831299;26000O;26274U;10;12;361;1061;40010000;40010031;5
2008;828633;26000O;26274U;10;12;361;1061;40010000;;1
2008;828633;26000O;26274U;10;12;361;1061;40010000;;5
2008;830740;26000O;26274U;10;12;363;1062;29920000;29920031;1
2008;830740;26000O;26274U;10;12;363;1062;29920000;29920031;5
2008;828312;26000O;26274U;10;12;363;1062;29920000;;1
2008;828312;26000O;26274U;10;12;363;1062;29920000;;5
2008;891556;26000O;26274U;10;12;364;1073;10FX0000;10FX0101;1
2008;891209;26000O;26274U;10;12;364;1073;10FX0000;;1
2008;894760;26000O;26274U;10;12;364;1073;111N0000;111N0031;1
2008;894759;26000O;26274U;10;12;364;1073;111N0000;;1
2008;831534;26000O;26274U;10;12;364;1073;40020000;40020031;1
2008;828847;26000O;26274U;10;12;364;1073;40020000;;1
2008;831643;26000O;26274U;10;12;364;1073;40040000;40040031;1
2008;828916;26000O;26274U;10;12;364;1073;40040000;;1
2008;848701;26000O;26274U;10;12;364;1073;40080000;40080031;1
2008;846249;26000O;26274U;10;12;364;1073;40080000;;1
2008;832634;26000O;26274U;10;12;364;1073;40090000;40090031;1
2008;832634;26000O;26274U;10;12;364;1073;40090000;40090031;5
2008;829964;26000O;26274U;10;12;364;1073;40090000;;1
2008;829964;26000O;26274U;10;12;364;1073;40090000;;5
2008;848840;26000O;26274U;10;12;364;1375;40060000;40060031;1
2008;848840;26000O;26274U;10;12;364;1375;40060000;40060031;5
2008;846388;26000O;26274U;10;12;364;1375;40060000;;1
2008;846388;26000O;26274U;10;12;364;1375;40060000;;5
2008;832240;26000O;26274U;10;12;365;0750;20100000;20100031;4
2008;829580;26000O;26274U;10;12;365;0750;20100000;;4
2008;871348;26000O;26274U;10;12;571;1375;86670000;86670031;1
2008;871197;26000O;26274U;10;12;571;1375;86670000;;1
2008;830334;26000O;26274U;10;28;846;0901;00050000;00050031;8
2008;234748;26000O;26274U;10;28;846;0901;00050000;;8
2008;142895;26000O;26274U;20;09;272;0089;01810000;01810031;5
2008;133242;26000O;26274U;20;09;272;0089;01810000;;5
2008;894823;26000O;26274U;20;12;301;0750;20040000;20040031;4
2008;894689;26000O;26274U;20;12;301;0750;20040000;;4
2008;848757;26000O;26275U;10;12;122;1073;09HB0000;09HB0001;5
2008;846305;26000O;26275U;10;12;122;1073;09HB0000;;5
2008;832489;26000O;26275U;10;12;306;0750;20120000;20120012;4
2008;829846;26000O;26275U;10;12;306;0750;20120000;;4
2008;832365;26000O;26275U;10;12;331;0750;20110000;20110012;4
2008;829722;26000O;26275U;10;12;331;0750;20110000;;4
2008;831300;26000O;26275U;10;12;361;1061;40010000;40010012;1
2008;831300;26000O;26275U;10;12;361;1061;40010000;40010012;5
2008;828634;26000O;26275U;10;12;361;1061;40010000;;1
2008;828634;26000O;26275U;10;12;361;1061;40010000;;5
2008;880517;26000O;26275U;10;12;364;1073;1H540000;1H540101;1
2008;880435;26000O;26275U;10;12;364;1073;1H540000;;1
2008;831535;26000O;26275U;10;12;364;1073;40020000;40020012;1
2008;828848;26000O;26275U;10;12;364;1073;40020000;;1
2008;831644;26000O;26275U;10;12;364;1073;40040000;40040012;1
2008;828917;26000O;26275U;10;12;364;1073;40040000;;1
2008;848702;26000O;26275U;10;12;364;1073;40080000;40080012;1
2008;846250;26000O;26275U;10;12;364;1073;40080000;;1
2008;832635;26000O;26275U;10;12;364;1073;40090000;40090012;1
2008;832635;26000O;26275U;10;12;364;1073;40090000;40090012;5
2008;829965;26000O;26275U;10;12;364;1073;40090000;;1
2008;829965;26000O;26275U;10;12;364;1073;40090000;;5
2008;848841;26000O;26275U;10;12;364;1375;40060000;40060012;1
2008;848841;26000O;26275U;10;12;364;1375;40060000;40060012;5
2008;846389;26000O;26275U;10;12;364;1375;40060000;;1
2008;846389;26000O;26275U;10;12;364;1375;40060000;;5
2008;832241;26000O;26275U;10;12;365;0750;20100000;20100012;4
2008;829581;26000O;26275U;10;12;365;0750;20100000;;4
2008;830335;26000O;26275U;10;28;846;0901;00050000;00050012;8
2008;787341;26000O;26275U;10;28;846;0901;00050000;;8
2008;206005;26000O;26275U;20;09;272;0089;01810000;01810012;5
2008;133296;26000O;26275U;20;09;272;0089;01810000;;5
2008;894780;26000O;26275U;20;12;301;0750;20040000;20040012;4
2008;894690;26000O;26275U;20;12;301;0750;20040000;;4
2008;848758;26000O;26276U;10;12;122;1073;09HB0000;09HB0001;5
2008;846306;26000O;26276U;10;12;122;1073;09HB0000;;5
2008;830800;26000O;26276U;10;12;128;1067;45720000;45720051;1
2008;828000;26000O;26276U;10;12;128;1067;45720000;;1
2008;832490;26000O;26276U;10;12;306;0750;20120000;20120051;4
2008;829847;26000O;26276U;10;12;306;0750;20120000;;4
2008;832366;26000O;26276U;10;12;331;0750;20110000;20110051;4
2008;829723;26000O;26276U;10;12;331;0750;20110000;;4
2008;880530;26000O;26276U;10;12;364;1073;1H670000;1H670101;1
2008;880448;26000O;26276U;10;12;364;1073;1H670000;;1
2008;880531;26000O;26276U;10;12;364;1073;1H680000;1H680101;1
2008;880449;26000O;26276U;10;12;364;1073;1H680000;;1
2008;880532;26000O;26276U;10;12;364;1073;1H690000;1H690101;1
2008;880450;26000O;26276U;10;12;364;1073;1H690000;;1
2008;831536;26000O;26276U;10;12;364;1073;40020000;40020051;1
2008;828849;26000O;26276U;10;12;364;1073;40020000;;1
2008;831645;26000O;26276U;10;12;364;1073;40040000;40040051;1
2008;828918;26000O;26276U;10;12;364;1073;40040000;;1
2008;848703;26000O;26276U;10;12;364;1073;40080000;40080051;1
2008;846251;26000O;26276U;10;12;364;1073;40080000;;1
2008;832636;26000O;26276U;10;12;364;1073;40090000;40090051;1
2008;832636;26000O;26276U;10;12;364;1073;40090000;40090051;5
2008;829966;26000O;26276U;10;12;364;1073;40090000;;1
2008;829966;26000O;26276U;10;12;364;1073;40090000;;5
2008;848842;26000O;26276U;10;12;364;1375;40060000;40060051;1
2008;848842;26000O;26276U;10;12;364;1375;40060000;40060051;5
2008;846390;26000O;26276U;10;12;364;1375;40060000;;1
2008;846390;26000O;26276U;10;12;364;1375;40060000;;5
2008;832242;26000O;26276U;10;12;365;0750;20100000;20100051;4
2008;829582;26000O;26276U;10;12;365;0750;20100000;;4
2008;871349;26000O;26276U;10;12;571;1375;86670000;86670051;1
2008;871198;26000O;26276U;10;12;571;1375;86670000;;1
2008;830336;26000O;26276U;10;28;846;0901;00050000;00050051;8
2008;236700;26000O;26276U;10;28;846;0901;00050000;;8
2008;872587;26000O;26276U;10;28;846;0901;07160000;07160051;8
2008;872585;26000O;26276U;10;28;846;0901;07160000;;8
2008;206093;26000O;26276U;20;09;272;0089;01810000;01810051;5
2008;133344;26000O;26276U;20;09;272;0089;01810000;;5
2008;894782;26000O;26276U;20;12;301;0750;20040000;20040051;4
2008;894691;26000O;26276U;20;12;301;0750;20040000;;4
2008;831685;26000O;26276U;20;12;302;1073;40860000;40860051;1
2008;831685;26000O;26276U;20;12;302;1073;40860000;40860051;5
2008;829010;26000O;26276U;20;12;302;1073;40860000;;1
2008;829010;26000O;26276U;20;12;302;1073;40860000;;5
2008;848759;26000O;26277U;10;12;122;1073;09HB0000;09HB0001;5
2008;846307;26000O;26277U;10;12;122;1073;09HB0000;;5
2008;830819;26000O;26277U;10;12;128;1067;45720000;45720031;1
2008;828019;26000O;26277U;10;12;128;1067;45720000;;1
2008;832491;26000O;26277U;10;12;306;0750;20120000;20120031;4
2008;829848;26000O;26277U;10;12;306;0750;20120000;;4
2008;832367;26000O;26277U;10;12;331;0750;20110000;20110031;4
2008;829724;26000O;26277U;10;12;331;0750;20110000;;4
2008;831537;26000O;26277U;10;12;364;1073;40020000;40020031;1
2008;828850;26000O;26277U;10;12;364;1073;40020000;;1
2008;831646;26000O;26277U;10;12;364;1073;40040000;40040031;1
2008;828919;26000O;26277U;10;12;364;1073;40040000;;1
2008;848704;26000O;26277U;10;12;364;1073;40080000;40080031;1
2008;846252;26000O;26277U;10;12;364;1073;40080000;;1
2008;832637;26000O;26277U;10;12;364;1073;40090000;40090031;1
2008;832637;26000O;26277U;10;12;364;1073;40090000;40090031;5
2008;829967;26000O;26277U;10;12;364;1073;40090000;;1
2008;829967;26000O;26277U;10;12;364;1073;40090000;;5
2008;831824;26000O;26277U;10;12;364;1073;63280000;63280031;1
2008;829154;26000O;26277U;10;12;364;1073;63280000;;1
2008;848843;26000O;26277U;10;12;364;1375;40060000;40060031;1
2008;848843;26000O;26277U;10;12;364;1375;40060000;40060031;5
2008;846391;26000O;26277U;10;12;364;1375;40060000;;1
2008;846391;26000O;26277U;10;12;364;1375;40060000;;5
2008;832243;26000O;26277U;10;12;365;0750;20100000;20100031;4
2008;829583;26000O;26277U;10;12;365;0750;20100000;;4
2008;830337;26000O;26277U;10;28;846;0901;00050000;00050031;8
2008;236702;26000O;26277U;10;28;846;0901;00050000;;8
2008;205389;26000O;26277U;20;09;272;0089;01810000;01810031;5
2008;133402;26000O;26277U;20;09;272;0089;01810000;;5
2008;832119;26000O;26277U;20;12;301;0750;20040000;20040031;4
2008;829459;26000O;26277U;20;12;301;0750;20040000;;4
2008;831686;26000O;26277U;20;12;302;1073;40860000;40860031;1
2008;831686;26000O;26277U;20;12;302;1073;40860000;40860031;5
2008;829011;26000O;26277U;20;12;302;1073;40860000;;1
2008;829011;26000O;26277U;20;12;302;1073;40860000;;5
2008;848760;26000O;26278U;10;12;122;1073;09HB0000;09HB0001;5
2008;846308;26000O;26278U;10;12;122;1073;09HB0000;;5
2008;831622;26000O;26278U;10;12;128;1067;45720000;45720043;1
2008;829356;26000O;26278U;10;12;128;1067;45720000;;1
2008;235149;26000O;26278U;10;12;212;0681;03210000;03210043;1
2008;234768;26000O;26278U;10;12;212;0681;03210000;;1
2008;896798;26000O;26278U;10;12;212;0681;03340000;03340043;1
2008;896797;26000O;26278U;10;12;212;0681;03340000;;1
2008;235173;26000O;26278U;10;12;212;0681;04400000;04400043;1
2008;234804;26000O;26278U;10;12;212;0681;04400000;;1
2008;235153;26000O;26278U;10;12;212;0681;04440000;04440043;1
2008;234808;26000O;26278U;10;12;212;0681;04440000;;1
